signal_id | symbol | scanner | strategy | triggered_at | received_at | status | rejection_reason | trade_id | trigger_price
sig_c8222b9bccc1468c8390acd1d34c7f52 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:29:00+05:30 | 2026-08-28T14:29:14.859887+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 250.0
sig_22f99980fb1a443cbebd5dbc20a0b606 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:35:00+05:30 | 2026-08-28T14:35:21.442857+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 249.45
sig_258e26f8321346ae9d8ee60b2fc98be8 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:41:00+05:30 | 2026-08-28T14:41:15.538100+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 252.5
sig_73a3ecd3446749a29cb70d36f3742679 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:47:00+05:30 | 2026-08-28T14:47:14.677707+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 251.41
sig_07bafde5d44e41e997fb43b76b28a157 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:53:00+05:30 | 2026-08-28T14:53:14.282253+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 250.69
sig_bec934ea91264d17a416fbf57ce224b0 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:58:00+05:30 | 2026-08-28T14:58:14.360492+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 250.2
sig_9f13ed763a8142d5a1e9af4a85f4ab50 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T11:57:00+05:30 | 2026-09-02T11:57:14.014893+05:30 | REJECTED_SCORE_59 | REJECTED_SCORE_59 |  | 254.76
sig_c8d547bd869247d38d28f32b427d2ed6 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:03:00+05:30 | 2026-09-02T12:03:13.856644+05:30 | REJECTED_SCORE_59 | REJECTED_SCORE_59 |  | 253.91
sig_5d88428b11744285a1ef6b8b10b2a8d8 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:09:00+05:30 | 2026-09-02T12:09:14.813516+05:30 | REJECTED_SCORE_59 | REJECTED_SCORE_59 |  | 255.0
sig_03066a9881d5477a8a3f44128f30dcbd | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:14:00+05:30 | 2026-09-02T12:14:13.319404+05:30 | REJECTED_SCORE_59 | REJECTED_SCORE_59 |  | 264.12
sig_f66d75b8601d4a8382d6f3629fed9e3b | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:15:00+05:30 | 2026-09-02T12:15:25.062347+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 264.97
sig_8c11f57e8637445c8c9abe74b4f61e05 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:20:00+05:30 | 2026-09-02T12:20:20.598944+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 271.61
sig_c0172389966147bab428486a0ea52a60 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:21:00+05:30 | 2026-09-02T12:21:14.490411+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 269.39
sig_a9955a10316549b484f82a790ef8f67d | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:25:00+05:30 | 2026-09-02T12:25:22.478152+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.26
sig_8ff195c69a6a4c1997b821237f3c1173 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:26:00+05:30 | 2026-09-02T12:26:14.770912+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 272.3
sig_5cc8bce59622450b802fb24f01a72246 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:30:00+05:30 | 2026-09-02T12:30:23.295226+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 276.37
sig_4f959ebebcca45f09d638a87c560adad | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:32:00+05:30 | 2026-09-02T12:32:13.406943+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 278.31
sig_3ce6ca386bc5449b811c53814421802d | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:36:00+05:30 | 2026-09-02T12:36:12.926617+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 272.99
sig_218709b9ccf140b897feca94d6935c8d | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:37:00+05:30 | 2026-09-02T12:37:14.346646+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.46
sig_cba6c5ec81e04621ae7ae399f628411f | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:41:00+05:30 | 2026-09-02T12:41:13.559817+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 276.78
sig_e5901d9fbb7c4d4bb99bc9374f504192 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:43:00+05:30 | 2026-09-02T12:43:14.069127+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.03
sig_e096289fb4c0474cbac205efe2e830f1 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:47:00+05:30 | 2026-09-02T12:47:12.891591+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.61
sig_44ad51c139724b4a9381cd9edc5990bb | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T12:48:00+05:30 | 2026-09-02T12:48:14.266913+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.87
sig_c875a384916b400bb8b300715a840849 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:52:00+05:30 | 2026-09-02T12:52:12.954842+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.54
sig_5273a0a8b3ed45dfa6199a8a33aef794 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T12:57:00+05:30 | 2026-09-02T12:57:13.886478+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 268.96
sig_8d9c81b825b74505a64d4d6b55275546 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:03:00+05:30 | 2026-09-02T13:03:13.084088+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 270.25
sig_5ddcb7a4bc6c4161b430c958d235eae5 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:07:00+05:30 | 2026-09-02T13:07:14.364008+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.52
sig_d7a72585622140918d7c6067b2d21c0e | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:08:00+05:30 | 2026-09-02T13:08:14.581291+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.6
sig_155676dbfe7d468b8c860c1bc96c5ae6 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:13:00+05:30 | 2026-09-02T13:13:13.285996+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 272.44
sig_85d7695bdf204231a54435f74f5d0d04 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:14:00+05:30 | 2026-09-02T13:14:12.259981+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 270.52
sig_c2093293987c47188eb9782e0bc7faca | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:19:00+05:30 | 2026-09-02T13:19:13.118400+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 272.52
sig_51e2b7f621634103ba2beefd061a77a0 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:20:00+05:30 | 2026-09-02T13:20:20.502468+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 272.42
sig_18f149c889bb4ce59b3478181d397e38 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:24:00+05:30 | 2026-09-02T13:24:13.196963+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.02
sig_f11e496b34924127b530fc02462473f6 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:25:00+05:30 | 2026-09-02T13:25:22.673755+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.95
sig_e29cbe552017407aa93c964818b4a0f0 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:30:00+05:30 | 2026-09-02T13:30:22.776630+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.74
sig_3b6a28d6d926439590b4c3a8d9f6eee3 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:31:00+05:30 | 2026-09-02T13:31:12.417045+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.87
sig_d917d32c1ab34fba9ba8eed9f480f536 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:36:00+05:30 | 2026-09-02T13:36:12.822516+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 276.2
sig_44a291e4d13e4e1e9e6b60014a13db6c | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:37:00+05:30 | 2026-09-02T13:37:14.492417+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.33
sig_edc037263bb049c6b2cf7c4f05912b0c | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:41:00+05:30 | 2026-09-02T13:41:12.825083+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.73
sig_01e296813ef7414992f1b8c50b8c97e9 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:43:00+05:30 | 2026-09-02T13:43:13.663461+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 274.05
sig_ab71b4491a6443618b386217b151b0d5 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:47:00+05:30 | 2026-09-02T13:47:13.203158+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.78
sig_ba786236e23e48718fb2ed2de6fc9e60 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:48:00+05:30 | 2026-09-02T13:48:13.669155+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 273.9
sig_b400608fe2c840d7a79cc9ba836db1c7 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:53:00+05:30 | 2026-09-02T13:53:13.024471+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 284.26
sig_214c2bd2870543329cdf0e97f7d615c5 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T13:54:00+05:30 | 2026-09-02T13:54:13.719019+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 282.6
sig_385f3e986b984f9ba86c11954c8b8a71 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T13:58:00+05:30 | 2026-09-02T13:58:13.740925+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 281.5
sig_7940ffeb232f475e8494ad9b9c03d4c3 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:00:00+05:30 | 2026-09-02T14:00:22.846416+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 281.63
sig_02ba760f2d7643abb56717c7bbff3d3f | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:03:00+05:30 | 2026-09-02T14:03:14.315853+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 277.43
sig_e5559ef463374d59a45b62201962604f | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:06:00+05:30 | 2026-09-02T14:06:14.635347+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 278.17
sig_cf1906208c494704961cb9024eaf7f3e | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:09:00+05:30 | 2026-09-02T14:09:13.658066+05:30 | PROCESSED |  | trd_1f87cca5367c42c7934a19200e01f7af | 278.4
sig_afc9a7560ae04ffd83fb4bbb4008d309 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:11:00+05:30 | 2026-09-02T14:11:15.534693+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.75
sig_3652bf93e2c7494a98ab7f68ea79e0e1 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:15:00+05:30 | 2026-09-02T14:15:24.696278+05:30 | REJECTED_SCORE_52 | REJECTED_SCORE_52 |  | 277.82
sig_f179741c5d3242cd8630104e31b26a24 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:17:00+05:30 | 2026-09-02T14:17:14.790746+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 279.39
sig_68e86afedad54f53bc5499cdea163515 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:21:00+05:30 | 2026-09-02T14:21:13.945423+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 282.95
sig_38d84e078eca453fab6edec60252661f | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:23:00+05:30 | 2026-09-02T14:23:13.642146+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 279.84
sig_8d4696f6af9049a3b8dc99a7a9700336 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:27:00+05:30 | 2026-09-02T14:27:13.435992+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 279.5
sig_48365cc70cb84b528cefc0c167da3c67 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:28:00+05:30 | 2026-09-02T14:28:14.716807+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 276.89
sig_667531763872483bb239e2c51f885a67 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:33:00+05:30 | 2026-09-02T14:33:13.108980+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 280.42
sig_1e2e85f672504ff880e5499f6978935a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:34:00+05:30 | 2026-09-02T14:34:13.956585+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 280.55
sig_f445e5877593416787a8fb5d1dabe943 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:39:00+05:30 | 2026-09-02T14:39:13.870443+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 280.81
sig_80de5bdd08dc49f5a35b9dfe94beb483 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:40:00+05:30 | 2026-09-02T14:40:21.259960+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 279.12
sig_83cb172feff14ed7b882751e723eb4b8 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:45:00+05:30 | 2026-09-02T14:45:24.912742+05:30 | REJECTED_SCORE_52 | REJECTED_SCORE_52 |  | 280.98
sig_01e26ca9cd1d4b60883add8b463ee829 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:46:00+05:30 | 2026-09-02T14:46:14.464636+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 280.2
sig_b2cb54cbf93d41748fd30de8188a6583 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:51:00+05:30 | 2026-09-02T14:51:13.981644+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 277.66
sig_1bae339d456d43e18fab44cf660b9e2a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:52:00+05:30 | 2026-09-02T14:52:14.944106+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 279.84
sig_18af2540d3734dc690e5ff521513de07 | INDOCO | positional_sector_rotation | positional_sector_rotation | 2026-09-02T14:56:00+05:30 | 2026-09-02T14:56:14.081457+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 274.54
sig_a60d048a97f64c909597c504dd61fe07 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-02T14:57:00+05:30 | 2026-09-02T14:57:15.100443+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 275.65
sig_5d56d4a40b3f4e4f9b467a92437576be | INDOCO | gap_go_long | gap_go_long | 2026-09-10T13:42:00+05:30 | 2026-09-10T13:42:14.083122+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 263.8
sig_38d53759d00749cab23448380c72e991 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T13:42:00+05:30 | 2026-09-10T13:42:14.867556+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 263.8
sig_45f9fbd5e0dc483986ea33ca8e2acfd4 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T13:43:00+05:30 | 2026-09-10T13:43:15.681618+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 263.5
sig_b629d52772344d18ba7aec2c084af026 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T13:47:00+05:30 | 2026-09-10T13:47:15.208190+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 266.99
sig_3e519674ef0a4bbd98b78fa5a1934467 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T13:47:00+05:30 | 2026-09-10T13:47:15.590069+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 266.99
sig_10c82a98b37d45619612465532b86fac | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T13:49:00+05:30 | 2026-09-10T13:49:14.834573+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 263.92
sig_4a4019c363174302b7e26596cee33799 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T13:53:00+05:30 | 2026-09-10T13:53:14.192593+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.52
sig_f37407ea4c034a66b27263d23c39babf | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T13:54:00+05:30 | 2026-09-10T13:54:15.555614+05:30 | PLACEMENT_FAILED | slippage_exceeded: trigger=260.81 ltp=261.98 | slippage ₹1.17 > tolerance ₹0.52 (mode=sl_fraction, SL_dist=₹2.35, 50% of SL) | trd_05d3b7d3b8044cce92b5eb6acda7bbe6 | 260.81
sig_5473c6c1e64f46028ab86bb0764b310e | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T13:55:00+05:30 | 2026-09-10T13:55:23.472449+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 262.37
sig_f2a024bbf97147df94d08884c86101da | INDOCO | gap_go_long | gap_go_long | 2026-09-10T13:58:00+05:30 | 2026-09-10T13:58:15.731853+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.48
sig_73a3f1e633f048a8972904b17308b0f6 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T13:59:00+05:30 | 2026-09-10T13:59:16.476401+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.38
sig_d5b7d50ea21e4d5f83074a1942ee0dc4 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:00:00+05:30 | 2026-09-10T14:00:26.976816+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.56
sig_a8c3baf63c8842ec8e9353fc2d25d293 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:04:00+05:30 | 2026-09-10T14:04:13.822767+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.3
sig_4e493999227b4f46bfaf77ca49d6964b | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:05:00+05:30 | 2026-09-10T14:05:24.324537+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.85
sig_c4df8575a9f34b91bbe0c1819fe1e7d7 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:06:00+05:30 | 2026-09-10T14:06:14.710175+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.3
sig_abed168759c64bdaa650fffd616d7d07 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:10:00+05:30 | 2026-09-10T14:10:23.803849+05:30 | REJECTED_SCORE_48 | REJECTED_SCORE_48 |  | 258.19
sig_43dbc5ef32224d0eb6284211fd53284e | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:11:00+05:30 | 2026-09-10T14:11:14.853454+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.75
sig_cf983c5ee54d497f9c2b9fe637d4c508 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:14:00+05:30 | 2026-09-10T14:14:13.864681+05:30 | PROCESSED |  | trd_f002cf21e28248a98fedd528206e1877 | 258.41
sig_4229a0c9ca89400ea835cc5c84301baf | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:15:00+05:30 | 2026-09-10T14:15:28.790634+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.15
sig_813ee0dd5e524cd78fa0e7d499f6c462 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:17:00+05:30 | 2026-09-10T14:17:14.219272+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.88
sig_271975705585459481afe4688e5f97c1 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:19:00+05:30 | 2026-09-10T14:19:15.174488+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.5
sig_fb644780ed9045389cebd41f0380f6b3 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:22:00+05:30 | 2026-09-10T14:22:14.015583+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.99
sig_579beeff0f03410db1a92c1ee7aaf9a5 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:22:00+05:30 | 2026-09-10T14:22:14.786788+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.99
sig_70553d9b753e4cdc89048a67c442afe5 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:25:00+05:30 | 2026-09-10T14:25:22.431431+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.55
sig_bd900c1ca7d84595b194d474b855f380 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:27:00+05:30 | 2026-09-10T14:27:14.151217+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.73
sig_56866dcadf9a4a8bb4ed3fd5bbfe19fa | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:28:00+05:30 | 2026-09-10T14:28:14.149075+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.21
sig_36b6a45213ee43e0be2d512658f31491 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:30:00+05:30 | 2026-09-10T14:30:24.613838+05:30 | REJECTED_SYMBOL_DIRECTION_DAILY_LIMIT | INDOCO LONG already traded today in the intraday book (1 executed trade(s)); one completed trade per symbol+direction per day, per pipeline |  | 258.69
sig_a7c8d5c2dc5647e4853369f869b8e9e6 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:33:00+05:30 | 2026-09-10T14:33:13.792532+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.16
sig_e0172face2c14a0fb48cbfca8a57128a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:33:00+05:30 | 2026-09-10T14:33:15.089241+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.16
sig_2bd415f94e51454595f159de92145cff | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:36:00+05:30 | 2026-09-10T14:36:14.225873+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.78
sig_0f4675d77b874ce1957ef810d0b0eb93 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:38:00+05:30 | 2026-09-10T14:38:14.476950+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.7
sig_90ee57ef81de45288a904d59923a2eac | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:39:00+05:30 | 2026-09-10T14:39:14.395689+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.83
sig_bfaa3ddec461417694fc5f5caf712329 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:41:00+05:30 | 2026-09-10T14:41:14.787356+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.43
sig_ff877b7f43654e7081381e84e962bdd7 | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:44:00+05:30 | 2026-09-10T14:44:13.000378+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.58
sig_a4279aec2dd44447888339526931401c | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:44:00+05:30 | 2026-09-10T14:44:14.824288+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.58
sig_2a167ea875bd424294a59b9599619d81 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:47:00+05:30 | 2026-09-10T14:47:15.710250+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 260.66
sig_db02fa1684ef4259894c0309992cb09a | INDOCO | gap_go_long | gap_go_long | 2026-09-10T14:49:00+05:30 | 2026-09-10T14:49:14.210944+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.73
sig_1097a45e61184e5abf179966e42efb17 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-10T14:49:00+05:30 | 2026-09-10T14:49:14.883985+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 259.73
sig_788123efead7416aaf71ae84e593a8d6 | INDOCO | first_pullback_long | first_pullback_long | 2026-09-10T14:53:00+05:30 | 2026-09-10T14:53:15.091449+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 258.16
sig_285e4ce3e9e44eb18c365098507c37cc | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-09-11T10:06:00+05:30 | 2026-09-11T10:06:14.807628+05:30 | REJECTED_SCORE_52 | REJECTED_SCORE_52 |  | 264.64
